"ID;""En matière d'Internet"," vous vous considérez comme un utilisateur…"";""Quel(s) type(s) de sites visitez-vous couramment ?"";""Considérez-vous que cette adresse soit votre adresse email principale ?"";""A quelle fréquence consultez-vous votre boîte email ?"";""D’une manière générale", combien d’emails publicitaires, newsletters, alerting, ou autres," recevez-vous à cette adresse ?"";""Quelle image avez-vous de projet-one ?"";""A quelle fréquence profitez-vous des offres via le site project-one ?"";""Vous diriez que vous ouvrez les communications email de projet-one :"";""Comment jugez-vous l’impact des communications email sur l’image que vous avez de Projet-one ?"";""Les communications email de Projet-one vous incitent-elles à aller sur le site :"";""Quelles sont les raisons principales qui vous ont incité à recevoir les communications email de Projet-one ?"";""De manière générale"," quel est votre niveau de satisfaction concernant les communications email de Projet-one ?"";""Que pensez-vous de la longueur des communications email de Porjet-one ?"";""Par rapport à aujourd’hui"," vous souhaiteriez recevoir des communications email de Projet-one…"";""Avez-vous rencontré récemment un ou plusieurs des obstacles suivants vis-à-vis des communications email de Projet-one ?"";""Pensez-vous continuer à consulter les communications email de Projet-one à l’avenir ?"";""Vous êtes ?"";""Vous vivez…"";""Vous habitez…"";""Quel âge avez-vous ?"";""Quelle est votre profession ?""",,
2956;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Presse, Actualité|Santé, médicale|Sciences;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Environ une fois par semaine;Régulièrement;Peu important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Simplement par curiosité;6;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;55-64;Retraité,,,,
2957;Initié(e);Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Assez bonne;Environ tous les deux ou trois mois;Systématiquement;Assez important;C’est votre façon principale d’y aller;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);35-44;Employé,,,,,,,
2960;Initié(e);Site marchand (e-commerce)|Jeux, Loisirs|Santé, médicale|Sport;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;Régulièrement;Assez important;Plus souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Simplement par curiosité;7;De la bonne longueur;Un peu plus fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;25-34;Employé,,,,,,
2961;Initié(e);Documents de référence (dictionnaire, archive…)|Presse, Actualité|Réseaux sociaux;Oui, c’est ma seule adresse email;Une fois par jour;Environ 1 par jour;Assez bonne;Jamais;De temps en temps;Peu important;Aussi souvent;Recevoir des actualités|Simplement par curiosité;5;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Seul(e) avec enfant(s);35-44;Employé,,,,,,
2967;Confirmé(e);Documents de référence (dictionnaire, archive…)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;De temps en temps;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Seul(e) avec enfant(s);55-64;Retraité,,,,
2970;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Environ tous les deux ou trois mois;Régulièrement;Assez important;Aussi souvent;Etre informé sur les produits/marques|Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;5;De la bonne longueur;A la même fréquence;Certains liens ne fonctionnent pas|La mise en forme ne s’affiche pas correctement;Oui, sûrement;Femme;Province;Seul(e) sans enfant;55-64;Retraité,,,
2971;Initié(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Non, c’est une adresse secondaire;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Environ tous les deux ou trois mois;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Recevoir des adresses près de chez moi, des idées de sorties;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;En couple sans enfant;>65;Retraité,,,,
2972;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Peu important;C’est votre façon principale d’y aller;Simplement par curiosité;3;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Seul(e) sans enfant;45-54;Sans activité professionnelle,,,,
2974;Initié(e);Site marchand (e-commerce)|Presse, Actualité|Santé, médicale;Non, c’est une adresse secondaire;Moins souvent;Plusieurs par jour;Assez bonne;Jamais;Rarement;Peu important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;6;Un peu trop longue;Beaucoup moins fréquemment;Le manque de temps|L’email est classé automatiquement comme spam.;Non, sans doute pas;Homme;Province;Seul(e) sans enfant;45-54;Employé,,,,,,
2976;Initié(e);Site marchand (e-commerce)|Jeux, Loisirs|Santé, médicale;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par semaine mais moins de 1 par jours;Assez bonne;Moins souvent;Régulièrement;Assez important;Aussi souvent;Etre informé sur les produits/marques;4;Un peu trop longue;A la même fréquence;Les liens sont trop lents;Oui, sans doute;Femme;Province;En couple avec enfant(s);35-44;Sans activité professionnelle,,,,,,
2977;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Santé, médicale|Sciences;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ une fois par semaine;Systématiquement;Assez important;Plus souvent;Etre informé sur les produits/marques|Recevoir des adresses près de chez moi, des idées de sorties|Avoir accès aux conseils d’un expert;9;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;55-64;Retraité,,,
2978;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Systématiquement;Assez important;Plus souvent;Simplement par curiosité;8;De la bonne longueur;A la même fréquence;L’email est classé automatiquement comme spam.;Oui, sûrement;Femme;Province;Chez vos parents;18-24;Employé,,,,
2980;Initié(e);Documents de référence (dictionnaire, archive…)|Presse, Actualité|Sciences|Sport;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par semaine mais moins de 1 par jours;Assez bonne;Jamais;Rarement;Pas important du tout;Aussi souvent;Etre informé sur les produits/marques|Simplement par curiosité;5;De la bonne longueur;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple sans enfant;>65;Retraité,,,,,,
2983;Initié(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Non, c’est une adresse secondaire;Une fois par jour;Environ 1 par jour;Assez bonne;Jamais;Rarement;Peu important;Aussi souvent;Simplement par curiosité;3;De la bonne longueur;A la même fréquence;L’email est classé automatiquement comme spam.;Oui, sans doute;Femme;Province;En couple avec enfant(s);45-54;Employé,,,,,,
2985;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Au moins une fois par mois;Régulièrement;Ne sait pas;Aussi souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…|Simplement par curiosité;5;Un peu trop longue;A la même fréquence;Les liens sont trop lents|Certains liens ne fonctionnent pas;Oui, sans doute;Femme;Province;En couple avec enfant(s);35-44;Employé,,,,
2986;Initié(e);Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Environ une fois par semaine;Régulièrement;Peu important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles;5;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;Chez vos parents;35-44;Sans activité professionnelle,,,,,
2987;Initié(e);Je ne visite aucun site en particulier;Oui, c’est ma seule adresse email;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Environ tous les deux ou trois mois;Systématiquement;Peu important;Plus souvent;Recevoir des actualités|Etre informé sur les produits/marques;7;Un peu trop longue;Un peu plus fréquemment;Le manque de temps;Oui, sans doute;Femme;Province;En couple sans enfant;45-54;Employé,,,,,,,,
2988;Confirmé(e);Site marchand (e-commerce)|Presse, Actualité;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles;6;De la bonne longueur;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;En couple avec enfant(s);35-44;Cadre, cadre supérieur,,,,,,
2989;Initié(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Je ne les reçois pas;Ne sait pas;Moins souvent;Recevoir des actualités|Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;8;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sûrement;Femme;Province;En couple avec enfant(s);45-54;Employé,,,
2991;Expert(e);Site marchand (e-commerce)|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Environ 1 par jour;Assez bonne;Au moins une fois par mois;De temps en temps;Peu important;Plus souvent;Simplement par curiosité;4;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Sans activité professionnelle,,,,,,,
2992;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Réseaux sociaux;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Très bonne;Au moins une fois par mois;De temps en temps;Peu important;Plus souvent;Recevoir des actualités|Etre informé sur les produits/marques;6;De la bonne longueur;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);45-54;Artisan, commerçant, chef d'entreprise,,,,,
2995;Initié(e);Site marchand (e-commerce)|Presse, Actualité;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Assez bonne;Environ une fois par semaine;Rarement;Assez important;Moins souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;5;De la bonne longueur;Un peu plus fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple sans enfant;35-44;Artisan, commerçant, chef d'entreprise,,,,,
2996;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Peu important;Aussi souvent;Recevoir des actualités|Simplement par curiosité|Avoir accès aux conseils d’un expert;5;De la bonne longueur;A la même fréquence;Le manque de temps|Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple avec enfant(s);45-54;Employé,,,,,
2999;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Assez bonne;Environ une fois par semaine;Régulièrement;Assez important;Aussi souvent;Etre informé sur les produits/marques|Suivre  l'actualité d'un forum, d'un blog,…|Simplement par curiosité;7;Un peu trop longue;A la même fréquence;Certains liens ne fonctionnent pas;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Cadre, cadre supérieur,
3000;Initié(e);Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Une fois par jour;Plusieurs par jour;Très bonne;Environ une fois par semaine;Régulièrement;Assez important;Aussi souvent;Bénéficier d'offres promotionnelles|Recevoir des adresses près de chez moi, des idées de sorties;8;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Province;En couple avec enfant(s);25-34;Employé,,,,,
3001;Confirmé(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Environ 1 par jour;Assez bonne;Moins souvent;Régulièrement;Assez important;C’est votre façon principale d’y aller;Simplement par curiosité;7;Un peu trop longue;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Paris ou région parisienne;En couple sans enfant;25-34;Cadre, cadre supérieur,,,,,
3003;Expert(e);Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ tous les deux ou trois mois;Régulièrement;Assez important;C’est votre façon principale d’y aller;Recevoir des actualités|Simplement par curiosité;8;Un peu trop longue;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;En couple sans enfant;25-34;Employé,,,,,,,
3004;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ tous les deux ou trois mois;Systématiquement;Très important;Plus souvent;Recevoir des actualités;8;De la bonne longueur;A la même fréquence;La mise en forme ne s’affiche pas correctement;Oui, sûrement;Femme;Province;Chez vos parents;18-24;Etudiant,,,,
3008;Initié(e);Jeux, Loisirs|Presse, Actualité|Réseaux sociaux;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;Systématiquement;Très important;C’est votre façon principale d’y aller;Recevoir des actualités|Simplement par curiosité;10;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Paris ou région parisienne;Seul(e) avec enfant(s);35-44;Employé,,,,,,
3009;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;8;De la bonne longueur;A la même fréquence;Le manque de temps|Certains liens ne fonctionnent pas;Oui, sans doute;Femme;Paris ou région parisienne;En couple sans enfant;55-64;Cadre, cadre supérieur,,,,
3010;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sport;Non, c’est une adresse secondaire;Plusieurs fois par jour;Plusieurs par jour;Assez mauvaise;Jamais;Rarement;Assez important;Moins souvent;Bénéficier d'offres promotionnelles;3;Beaucoup trop longue;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Non, sans doute pas;Femme;Paris ou région parisienne;Seul(e) sans enfant;25-34;Cadre, cadre supérieur,,,
